exercise,wrist_left_x,wrist_left_y,wrist_right_x,wrist_right_y,elbow_left_x,elbow_left_y,elbow_right_x,elbow_right_y,shoulder_left_x,shoulder_left_y,shoulder_right_x,shoulder_right_y,hip_left_x,hip_left_y,hip_right_x,hip_right_y,knee_left_x,knee_left_y,knee_right_x,knee_right_y,ankle_left_x,ankle_left_y,ankle_right_x,ankle_right_y
squats,0.684301555,0.466835439,0.657074511,0.478392422,0.736580729,0.531839848,0.601841688,0.541023672,0.704915106,0.459716529,0.62496376,0.457261682,0.681432843,0.619442105,0.631308794,0.615221143,0.71701926,0.727202177,0.607783198,0.73744899,0.716298997,0.872046947,0.602097213,0.880131841
squats,0.682988226,0.474380672,0.657429516,0.48404175,0.735988081,0.537392437,0.602120459,0.547812819,0.705038667,0.466161788,0.624859512,0.464641213,0.68143189,0.623726964,0.631440163,0.619641781,0.716998935,0.728322744,0.607810676,0.737824321,0.716205418,0.872024477,0.602095664,0.880157471
squats,0.682525694,0.479592174,0.657366753,0.490379065,0.735621154,0.544184446,0.601844668,0.555012763,0.705299735,0.472390503,0.624985278,0.46906805,0.681419373,0.628631055,0.631472886,0.62437284,0.717128873,0.729489803,0.607838929,0.737819254,0.716108441,0.871475637,0.602216005,0.879563749
squats,0.681978405,0.486006886,0.657051623,0.494742155,0.735271573,0.551427901,0.601662099,0.559705436,0.706222296,0.477128595,0.625374556,0.472198337,0.681224942,0.632505953,0.631458104,0.628432214,0.717218995,0.729783773,0.607817411,0.738109589,0.716127634,0.870619297,0.602387369,0.87923938
squats,0.682655275,0.490864068,0.656598866,0.500737309,0.735200703,0.556408763,0.601118088,0.566038251,0.706178427,0.48051706,0.625319481,0.476796418,0.681059003,0.634682536,0.631416142,0.631665349,0.717450202,0.730301559,0.60758239,0.740330815,0.716101468,0.870306671,0.602451205,0.879545867
squats,0.681426048,0.494298756,0.656325936,0.50412637,0.734855413,0.557679355,0.601050496,0.566365898,0.706159532,0.481944054,0.625269294,0.477804631,0.68074739,0.635998785,0.631136,0.633037508,0.717388272,0.730169535,0.607330203,0.742165923,0.716050088,0.869340479,0.602444828,0.880063534
squats,0.681216002,0.494314402,0.656255007,0.504614949,0.734829068,0.559679389,0.600724757,0.567186058,0.706164718,0.482492685,0.625230908,0.478417128,0.68053335,0.636754632,0.630973756,0.633873105,0.717376709,0.730034769,0.607391655,0.741032958,0.715890229,0.869465053,0.602534115,0.880070925
squats,0.681469917,0.492237806,0.65623337,0.504705131,0.734680057,0.558487773,0.599580646,0.567469001,0.706125438,0.482549191,0.624647379,0.480819523,0.680145919,0.636322975,0.630630255,0.633667767,0.717377305,0.730492532,0.607300341,0.74122107,0.715757787,0.869549453,0.602699518,0.882166803
squats,0.681286573,0.490199238,0.656176031,0.503674328,0.734117448,0.556006849,0.597508311,0.566989183,0.706117809,0.479717731,0.623857319,0.477690637,0.680010259,0.6344558,0.63030839,0.632158041,0.717364669,0.730141103,0.606987715,0.742254555,0.715664923,0.869809449,0.602699578,0.8822878
squats,0.680209816,0.489175469,0.656092346,0.501365662,0.733808756,0.552752912,0.596572459,0.563446224,0.704727411,0.476489931,0.623319387,0.474155903,0.679534972,0.63352406,0.629782498,0.630720496,0.717248261,0.730118155,0.606747746,0.742760122,0.715541005,0.870151818,0.60266459,0.882706642
squats,0.679328084,0.484403938,0.656021953,0.495522738,0.733811617,0.547674179,0.596131682,0.562686265,0.704355001,0.472841531,0.623004258,0.470613658,0.679542184,0.627100587,0.629649162,0.624830604,0.716751456,0.730100453,0.606710851,0.742603242,0.715533674,0.870041788,0.602671683,0.883031368
squats,0.6794945,0.482714623,0.655536473,0.491209805,0.733917236,0.53821528,0.595984519,0.552138388,0.703468382,0.45979777,0.62184155,0.460535139,0.679534793,0.616254449,0.62959516,0.614712834,0.715776443,0.729400158,0.606717288,0.742006004,0.715536356,0.870251775,0.602660596,0.883006454
squats,0.67969954,0.480128378,0.653530836,0.482741058,0.7339347,0.527671099,0.595462263,0.539247096,0.703275561,0.446138978,0.621728837,0.447173327,0.679539323,0.609253764,0.629498899,0.606299818,0.714741707,0.728110075,0.607336164,0.738809347,0.715449035,0.870034993,0.602655113,0.882457972
squats,0.681915581,0.483376056,0.645806193,0.483344138,0.734157622,0.516813874,0.594163239,0.527151406,0.703230321,0.43226096,0.620656312,0.433194488,0.679814219,0.599567056,0.629487574,0.596974671,0.71413511,0.727777719,0.608156562,0.737458825,0.715272188,0.870084643,0.602683604,0.882465363
squats,0.685576558,0.485613048,0.643285096,0.48370865,0.734571457,0.504474342,0.593863845,0.516016543,0.703347266,0.418793023,0.620578706,0.418998271,0.679979622,0.591047406,0.629448533,0.58875531,0.713437617,0.727438807,0.608902633,0.737044632,0.715146303,0.870352268,0.602613747,0.883584082
squats,0.693166435,0.486801773,0.636933088,0.48697266,0.735375404,0.494347364,0.59327513,0.502922118,0.703653991,0.40582031,0.620603561,0.408370167,0.680257618,0.586251855,0.629413962,0.583480775,0.71315372,0.726509869,0.609597266,0.736139238,0.715111852,0.86946708,0.602586329,0.883556485
squats,0.700336814,0.48857677,0.630863488,0.490067601,0.735355496,0.481613427,0.593447924,0.48877275,0.703813314,0.391106486,0.62063688,0.39579922,0.680856109,0.580464184,0.629489183,0.577470541,0.712435842,0.726558328,0.60992527,0.735679507,0.715209186,0.869722068,0.602534533,0.883636475
squats,0.705737829,0.494555712,0.623436093,0.497984439,0.735133588,0.471497148,0.593579888,0.475020111,0.704299271,0.378988087,0.619872212,0.382728487,0.681677997,0.572021782,0.629490137,0.569925427,0.711678147,0.726410985,0.610136449,0.735682487,0.71523577,0.869728625,0.602411866,0.883619249
squats,0.71064955,0.503966331,0.620026827,0.504848182,0.733788073,0.459085733,0.59368962,0.463075966,0.705031693,0.366548538,0.619480073,0.369109392,0.682440817,0.564888358,0.629491568,0.561708808,0.710823655,0.724426746,0.610876679,0.731452644,0.715225458,0.869606853,0.602464676,0.882041156
squats,0.716570437,0.509504795,0.616621673,0.512271881,0.731410563,0.45079422,0.594698489,0.45277223,0.705863118,0.355453759,0.619421005,0.356245071,0.683411539,0.560658872,0.629767478,0.557806432,0.710041165,0.723417342,0.611297727,0.72855401,0.71520865,0.869604051,0.602423668,0.880880415
squats,0.722616792,0.514749229,0.61116755,0.517709315,0.727858007,0.44343546,0.59668231,0.445346504,0.705879867,0.345282406,0.619102657,0.346073896,0.684393287,0.553795636,0.630410969,0.551818013,0.709558129,0.722908378,0.61158061,0.728105247,0.715287507,0.869562089,0.601985872,0.881569326
squats,0.727984667,0.516058445,0.605979502,0.520294428,0.727107584,0.43305406,0.596906364,0.4389548,0.705771267,0.33378157,0.618649483,0.335590541,0.684910536,0.547232568,0.630808294,0.545041621,0.706826031,0.720635176,0.611769378,0.72679311,0.715286672,0.869587898,0.601693988,0.883990288
squats,0.729806602,0.520624399,0.602747619,0.524231672,0.7258268,0.43103227,0.597092032,0.435277551,0.705728948,0.327383876,0.617797017,0.327437252,0.684779048,0.544641912,0.630800068,0.542648017,0.704758823,0.718692958,0.612280726,0.724831641,0.715367436,0.870229721,0.601713717,0.883969247
squats,0.730121315,0.526017368,0.597941995,0.527903795,0.72485888,0.430396765,0.597305954,0.433245182,0.705631495,0.322245747,0.616689146,0.320933759,0.684712708,0.543306649,0.63059938,0.541435719,0.702905357,0.718069971,0.612847388,0.723320723,0.715368211,0.87011838,0.601697981,0.882748008
squats,0.729590833,0.531608284,0.595019698,0.531190217,0.723897517,0.431518316,0.597718477,0.431136787,0.705622375,0.318364412,0.616661787,0.315273792,0.684512198,0.539237559,0.630414605,0.537887752,0.701746762,0.717518091,0.613293767,0.722627342,0.715634763,0.869899571,0.601693332,0.883814633
squats,0.728909552,0.535894156,0.592247367,0.534658194,0.721980989,0.429950565,0.597783267,0.429975301,0.705315769,0.313659817,0.616333365,0.31030941,0.683999181,0.53571564,0.629960418,0.534099162,0.700682402,0.715836942,0.614235282,0.720582485,0.715742707,0.869798064,0.601692736,0.88380295
squats,0.729139388,0.537210405,0.591018856,0.539465368,0.721309781,0.428231508,0.598120809,0.429631025,0.705411017,0.310669363,0.615909457,0.309452623,0.683645487,0.535510421,0.629359901,0.532763779,0.699476004,0.714801431,0.614497364,0.720065176,0.715765238,0.868958712,0.601440787,0.883796632
squats,0.727897704,0.536069036,0.590793014,0.540515363,0.719212115,0.428519934,0.598721206,0.428587615,0.705405891,0.309571207,0.615960717,0.307109237,0.683056474,0.533411741,0.629130244,0.530710578,0.698903322,0.714814067,0.614834607,0.718688309,0.715826333,0.868932009,0.601369143,0.884508789
squats,0.72666961,0.536531329,0.590435922,0.54077971,0.717660248,0.429621369,0.599708498,0.428863525,0.705396414,0.308517307,0.615928233,0.305805326,0.682651341,0.531883538,0.628940761,0.528366745,0.69824928,0.714438081,0.614970624,0.717873514,0.715879381,0.86872685,0.601355493,0.884991288
squats,0.726133347,0.539462447,0.590983331,0.539572477,0.716826141,0.431588471,0.601075232,0.42722109,0.705508888,0.308415651,0.61597091,0.305130243,0.682512283,0.531296611,0.628890932,0.527002215,0.696903825,0.712544024,0.615210354,0.717190027,0.715904415,0.868752241,0.601319492,0.885354459
squats,0.725941479,0.540234864,0.59120816,0.53870213,0.716067612,0.432241231,0.602492213,0.427284449,0.705510318,0.307707846,0.615992546,0.305012882,0.682569921,0.530596197,0.628888845,0.526549339,0.6959517,0.712221622,0.615396321,0.717476368,0.71589601,0.868639112,0.601294398,0.88534224
squats,0.724101067,0.540824056,0.591117561,0.539654374,0.715112925,0.431511074,0.603293002,0.428461671,0.705490649,0.306992024,0.616196215,0.30591163,0.682561696,0.531239152,0.628991961,0.526638925,0.695602179,0.712229848,0.615515411,0.717455566,0.715891719,0.868223369,0.60130161,0.885444462
squats,0.722378671,0.539909661,0.591473699,0.539368272,0.714345872,0.430655688,0.603553951,0.428724229,0.705497503,0.307221919,0.616233587,0.306630194,0.682563484,0.530861318,0.628953755,0.527068317,0.695304096,0.7120561,0.615751445,0.717463315,0.715860307,0.868234992,0.600995362,0.884825706
squats,0.720028698,0.539367437,0.591666043,0.539745212,0.713672638,0.429855078,0.603739798,0.429367125,0.705490291,0.307231635,0.61625123,0.306861132,0.682594061,0.53087008,0.628914773,0.527558804,0.69512707,0.712157965,0.615879595,0.717465222,0.71585983,0.868174434,0.600710869,0.88477242
squats,0.718856752,0.539527714,0.591880381,0.540371478,0.713214934,0.430059642,0.603692651,0.429968417,0.705467165,0.307048351,0.616270065,0.306881458,0.682602048,0.53026551,0.628908575,0.527240634,0.694875717,0.712214351,0.616028547,0.717208028,0.715856791,0.868096948,0.60039109,0.884805799
squats,0.718012929,0.540792406,0.592184246,0.541265905,0.712859452,0.430332392,0.603797495,0.430388331,0.705374479,0.307253748,0.61627388,0.306884497,0.682371497,0.529820204,0.628889143,0.526526332,0.694843352,0.71207881,0.616133273,0.716801047,0.715912044,0.86802119,0.600236654,0.884844005
squats,0.718058169,0.541668057,0.59236306,0.541950822,0.713067114,0.43066591,0.604142129,0.430492193,0.705079257,0.307234764,0.616302073,0.307241827,0.68233341,0.529954016,0.629251599,0.526429832,0.69486481,0.711868048,0.616200626,0.716578364,0.715937376,0.868029177,0.60035938,0.885798335
squats,0.718660474,0.541860878,0.592355907,0.542164981,0.713322759,0.430828214,0.604094207,0.43061465,0.704882562,0.306710869,0.616312325,0.307410628,0.682450593,0.53012985,0.629835546,0.52671051,0.694942772,0.712150335,0.616406858,0.716580808,0.71600318,0.868023396,0.600459635,0.885049105
squats,0.72031045,0.541593909,0.59246403,0.542001426,0.714092314,0.430519313,0.603927612,0.430561423,0.704763532,0.306591243,0.616281748,0.307368904,0.682487428,0.530308306,0.6302315,0.527052879,0.695753098,0.713144243,0.616514266,0.716615379,0.71641171,0.868154705,0.600477636,0.885240018
squats,0.722194254,0.540176749,0.592506945,0.541479647,0.715757549,0.430015266,0.603195012,0.430081218,0.704699457,0.30683285,0.616241395,0.307563722,0.682604194,0.530521035,0.630564511,0.527243793,0.696795523,0.713164389,0.616562068,0.716430187,0.71669805,0.868839025,0.600493193,0.884970665
squats,0.722718418,0.537291229,0.592589378,0.539090693,0.718020022,0.429057628,0.600075185,0.428780884,0.704682529,0.306993276,0.615941167,0.307734132,0.683203995,0.530660808,0.630874455,0.527737141,0.697800636,0.713096619,0.616490185,0.716516495,0.716920078,0.868918657,0.600596964,0.885605872
squats,0.7231251,0.533466458,0.59467262,0.52921474,0.721730113,0.428545296,0.597991168,0.427301675,0.704728544,0.307924628,0.615745902,0.308400869,0.683792233,0.530841827,0.631043494,0.528942108,0.699282467,0.713188827,0.616406083,0.716535151,0.716985345,0.87036097,0.600655615,0.885150969
squats,0.723140717,0.522412837,0.599783063,0.519838333,0.722869873,0.425993085,0.595526397,0.426058739,0.704826415,0.310425192,0.615673184,0.310431004,0.684214175,0.5313012,0.631166399,0.530567586,0.700731099,0.7132774,0.616353273,0.716554344,0.716994345,0.870944858,0.600778639,0.884907722
squats,0.722141802,0.509558082,0.607475042,0.511952102,0.726482749,0.426068246,0.59414649,0.426068127,0.704909563,0.317297757,0.615708172,0.315769315,0.684714735,0.535175741,0.631350398,0.534094155,0.702489853,0.714445114,0.616012156,0.716664433,0.717006445,0.870928705,0.600793064,0.884903371
squats,0.719002962,0.492463738,0.61281842,0.501840115,0.728417635,0.426313281,0.592838109,0.430577427,0.705244422,0.323307842,0.615699232,0.323918968,0.686193824,0.53924793,0.632077992,0.538514495,0.703557909,0.714484632,0.615623653,0.716911972,0.717053592,0.871033072,0.600793481,0.883740306
squats,0.713925421,0.483334929,0.614814639,0.484694064,0.730936289,0.433562785,0.592451751,0.433172613,0.705997467,0.331418306,0.615972579,0.330694348,0.686701655,0.542964578,0.632366538,0.541904807,0.705005348,0.71471715,0.615023732,0.717461228,0.717296958,0.871021271,0.600813448,0.883539498
squats,0.711323142,0.472523332,0.619869769,0.476277322,0.733338654,0.444571882,0.590469301,0.442725688,0.706206083,0.338344097,0.616016388,0.338792086,0.686932683,0.548348427,0.632531881,0.544885457,0.706444561,0.715008438,0.61432451,0.718229771,0.717672944,0.870262146,0.600816965,0.882883072
squats,0.704084992,0.463655382,0.628157079,0.471679211,0.735224485,0.459054112,0.588668823,0.453307867,0.706612408,0.350240141,0.616491914,0.347395509,0.686850667,0.555470169,0.632285178,0.550718009,0.708755136,0.716783464,0.613377452,0.718586624,0.717701137,0.870259583,0.60081929,0.881580234
squats,0.697821796,0.453748852,0.635073721,0.465813935,0.735880256,0.466656983,0.588599563,0.46457836,0.706833839,0.358249992,0.617742836,0.358210713,0.686585665,0.562721848,0.632188559,0.558477819,0.710890591,0.71879375,0.612621009,0.720998049,0.717712045,0.870019257,0.600843787,0.879739165
squats,0.693633676,0.453141898,0.63940531,0.462313056,0.735284984,0.472112298,0.588915765,0.476599813,0.706914485,0.367646307,0.617886305,0.368971199,0.68645221,0.568177879,0.632043421,0.564864576,0.712783813,0.720824957,0.610800982,0.726054668,0.717590928,0.870133519,0.60087502,0.878541887
squats,0.691828489,0.451346904,0.643096268,0.457336843,0.734821677,0.478602648,0.589607418,0.487171441,0.706915975,0.378803641,0.617867887,0.379244506,0.686337411,0.572784543,0.631988347,0.570738018,0.714241147,0.72341013,0.609860539,0.727924407,0.717488348,0.870087385,0.600668311,0.878180921
squats,0.686770022,0.444492877,0.647094905,0.454504341,0.734450579,0.481234521,0.590346336,0.490635127,0.706135154,0.386407763,0.61929822,0.385403663,0.686245978,0.576138914,0.631997228,0.575306237,0.714541554,0.72396642,0.609513879,0.727844834,0.717440963,0.87044245,0.600408554,0.878715575
squats,0.682831228,0.445679903,0.649691641,0.456205517,0.734114051,0.487006247,0.591811121,0.496199548,0.705710411,0.396143645,0.620195031,0.396305442,0.685961604,0.581742942,0.6319924,0.580642879,0.714598775,0.723665655,0.609284818,0.729184687,0.717477262,0.871179938,0.600206792,0.88244766
squats,0.679035008,0.447169662,0.651958048,0.45642671,0.733887732,0.493645221,0.593597472,0.503120124,0.705227554,0.406414986,0.620727599,0.406289101,0.685806274,0.587610662,0.632068276,0.586183071,0.715454757,0.723718464,0.609139979,0.729946136,0.71747607,0.871174932,0.600209773,0.882472515
squats,0.677327573,0.44965753,0.652081847,0.458408087,0.733734012,0.499828547,0.594938517,0.50890708,0.704768836,0.414634168,0.620775342,0.415232718,0.685300171,0.594044924,0.632063627,0.592907727,0.716185391,0.723815799,0.608432531,0.731446922,0.717491269,0.871342182,0.600223899,0.882203519
squats,0.676936567,0.451790452,0.652148604,0.460202396,0.73412329,0.508140087,0.595865965,0.515238583,0.704760551,0.422358096,0.621085882,0.421935767,0.684978485,0.598721385,0.632055581,0.596116841,0.716784179,0.7255404,0.607582688,0.731866181,0.717233241,0.872314215,0.600226939,0.882806957
squats,0.675685167,0.45252645,0.654438436,0.461155146,0.734449208,0.513365805,0.596357942,0.519594669,0.704662323,0.433110863,0.621100128,0.430416375,0.684657693,0.60261929,0.632052302,0.600552678,0.717027426,0.725712776,0.607025325,0.731894255,0.717110932,0.87203151,0.600308955,0.882395267
squats,0.676390588,0.45523566,0.654521108,0.461559027,0.734891176,0.5181247,0.596702576,0.523813486,0.704312444,0.440500081,0.621342123,0.437866837,0.68425411,0.60667944,0.632034481,0.604029,0.717183888,0.725601077,0.607046008,0.731722295,0.71691215,0.872597396,0.600388646,0.882637739
squats,0.676251829,0.45940426,0.653104186,0.467489123,0.734957159,0.5209741,0.596737087,0.528193235,0.703986466,0.444662333,0.621417761,0.442499399,0.683354318,0.61144954,0.631686449,0.608246624,0.717706919,0.726549864,0.607132912,0.731571496,0.716546237,0.873152435,0.600668788,0.881607592
squats,0.676792324,0.463154286,0.653944254,0.473535895,0.734985471,0.522776365,0.596785605,0.534668088,0.703164876,0.450151652,0.621351063,0.451465636,0.682601571,0.616093457,0.631543994,0.612907171,0.717680335,0.727705836,0.607227743,0.732462525,0.716145277,0.874033272,0.600803018,0.882088482
squats,0.676480591,0.466894448,0.653100014,0.479990304,0.735132813,0.52549547,0.596403897,0.540801883,0.703198552,0.457043707,0.621320188,0.458759576,0.681626379,0.621264517,0.631003797,0.617911398,0.717525899,0.728177071,0.607369602,0.73279202,0.715648055,0.873024702,0.601057112,0.882031858
squats,0.676883817,0.473480344,0.652737856,0.486197233,0.735204101,0.528961658,0.59622407,0.545465171,0.70291841,0.461642563,0.621419549,0.463037789,0.68048954,0.625901699,0.630586267,0.621925116,0.717487574,0.728173912,0.607866824,0.732876897,0.71550554,0.872575581,0.601350605,0.881854296
squats,0.677282393,0.478820235,0.652943075,0.491822749,0.73517859,0.532327235,0.59551686,0.551364183,0.702795148,0.466698259,0.621414602,0.469104975,0.680141509,0.627732694,0.630231202,0.624950767,0.717405617,0.729684174,0.607930839,0.734461069,0.715056956,0.871442676,0.601637125,0.881844163
squats,0.677319825,0.484356582,0.652630568,0.496805876,0.735165775,0.536737621,0.594392061,0.557297289,0.702808082,0.468909979,0.621405303,0.471810311,0.679226875,0.630313516,0.629540384,0.627826512,0.717206001,0.730044007,0.607962549,0.734987438,0.715014994,0.868804634,0.601659119,0.881486177
squats,0.677289307,0.485319644,0.652522504,0.498373061,0.734947443,0.539934576,0.594336152,0.557267487,0.702901244,0.471558094,0.621910095,0.472534597,0.678883851,0.631513059,0.629163027,0.629557669,0.716781735,0.73069346,0.607768416,0.737513661,0.715058684,0.868616581,0.60183233,0.881846309
squats,0.677222252,0.484559983,0.65237534,0.499233335,0.734626651,0.541031301,0.593700945,0.558294475,0.702534676,0.470125705,0.621798575,0.4725779,0.678870022,0.630073547,0.629076004,0.629323661,0.716420472,0.730699241,0.607229948,0.738258839,0.715126932,0.86869663,0.601957738,0.881837249
squats,0.676852942,0.485746771,0.652268291,0.499223828,0.734257579,0.541916847,0.59332782,0.557803094,0.702517569,0.468948275,0.621495187,0.470240146,0.678839505,0.628702343,0.628976464,0.628549993,0.715465605,0.729963541,0.606784225,0.738295257,0.715149641,0.868727863,0.60196507,0.881869078
